Algorithm,TARGET_CLASS,criterion,Coverage,BranchCoverage,Total_Goals,Covered_Goals
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6202861579414374,0.5,125,38
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7172692990239574,0.6,126,64
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7172692990239574,0.6,126,64
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6292147293700089,0.5,126,39
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6202861579414374,0.5,125,38
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6202861579414374,0.5,125,38
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.708340727595386,0.6,125,63
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.708340727595386,0.6,125,63
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7152851720398304,0.6,128,65
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6202861579414374,0.5,125,38
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6202861579414374,0.5,125,38
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6202861579414374,0.5,125,38
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6202861579414374,0.5,125,38
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.708340727595386,0.6,127,64
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6202861579414374,0.5,125,38
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7152851720398304,0.6,128,65
DYNAMOSA,com.imsmart.main.MMigrater,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6292147293700089,0.5,126,39
